ID,审计项ID,审计项标题,程序内容,是否主程序
192,192,公司是否根据自身业务性质、规模和复杂程度制定适当的业务连续性计划；业务连续性计划内容是否包括业务应急措施、业务恢复或替代机制、应急联系方式、与客户的沟通方式、与相关单位通报机制、向监管部门报告机制、业务连续性计划披露及更新机制、备份数据恢复机制、备份信息技术系统恢复机制、技术替代方式。,"1.确认公司是否制定正式的业务连续性计划；
2.查阅公司业务连续性计划，分析其完整性及是否根据公司自身业务性质、规模和复杂程度进行编制；
3.查阅公司业务连续性计划内容是否涵盖业务应急措施、业务恢复或...",是
193,193,公司制订的业务连续性计划是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破坏；与经营机构建立业务连接的其他机构信息技术系统中断或严重故障；信息技术服务商的重大变更、公司核心信息技术团队发生重大变动等。,1.查阅公司业务连续性计划中场景是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破...,是
416,193,公司制订的业务连续性计划是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破坏；与经营机构建立业务连接的其他机构信息技术系统中断或严重故障；信息技术服务商的重大变更、公司核心信息技术团队发生重大变动等。,"1.确认公司是否制定正式的业务连续性计划；
2.查阅公司业务连续性计划，分析其完整性及是否根据公司自身业务性质、规模和复杂程度进行编制；
3.查阅公司业务连续性计划内容是否涵盖业务应急措施、业务恢复或...",否
417,193,公司制订的业务连续性计划是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破坏；与经营机构建立业务连接的其他机构信息技术系统中断或严重故障；信息技术服务商的重大变更、公司核心信息技术团队发生重大变动等。,1.查阅公司业务连续性计划中场景是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破...,否
640,193,公司制订的业务连续性计划是否考虑以下情况，包括但不限于：因自然灾害等原因导致机房不可用、机房电力中断；网络、通信中断或拥堵至不可用；重要业务信息技术系统软硬件故障；重要业务信息数据损毁或遭到破坏；与经营机构建立业务连接的其他机构信息技术系统中断或严重故障；信息技术服务商的重大变更、公司核心信息技术团队发生重大变动等。,a)检查应急响应服务协议是否包括通信、消防、电力设备、空调设备、软硬件产品、安全服务等相关单位；b)检查应急响应及服务保障协议内容是否包括双方联系人、联系方式、服务内容及范围、应急处理方式等；c)检查...,否
194,194,电力供应是否有优先保证承载核心交易业务系统的关键设备供电的措施。,检查机房用电管理规定，查看是否具有重点保障核心交易业务系统用电安全的措施。,是
195,195,【二类】是否具有双路市电供电，双路供电能实现自动切换，或在单路供电情况下，备用供电措施能提供超过4小时的供电时间。,a)检查公司提供的市电供电、UPS和应急供电情况说明；b)如果具有双路市电供电，应当说明双路供电的来源；c)如果没有双路市电供电，则UPS和后备发电设施的供电时间和在保证业务支撑时间的前提下，持续供电...,是
316,195,【二类】是否具有双路市电供电，双路供电能实现自动切换，或在单路供电情况下，备用供电措施能提供超过4小时的供电时间。,a)二级信息系统本年度是否开展自查工作；b)检查二级信息系统的自查报告，是否每年开展一次自查；c)检查二级信息系统的整改报告，对于不符合证券期货业信息安全等级保护基本要求（试行）的内容，是否及时整改。,否
419,195,【二类】是否具有双路市电供电，双路供电能实现自动切换，或在单路供电情况下，备用供电措施能提供超过4小时的供电时间。,a)检查公司提供的市电供电、UPS和应急供电情况说明；b)如果具有双路市电供电，应当说明双路供电的来源；c)如果没有双路市电供电，则UPS和后备发电设施的供电时间和在保证业务支撑时间的前提下，持续供电...,否
196,196,【三类以上（含）】是否采用双路市电，双路市电应能实现自动切换。,a)访谈机房管理员，询问机房是否采用了双路市电；_x000b_b)检查双路市电线路切换记录或供电部门相关协议，查看双路市电是否能够自动切换。,是
262,196,【三类以上（含）】是否采用双路市电，双路市电应能实现自动切换。,a)访谈安全主管，询问是否定期对各个岗位人员进行安全技能及安全知识的考核；_x000b_b)检查相关岗位的安全技能和安全认知的考核记录，查验安全技能和安全认知的考核是否至少每年一次。,否
